ID,farmer_id,gender,registration,age,trainer,group_name,belong_to_cooperative,county,subcounty,ward,topics,has_topic_trained_on,training_date,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days
ID_RXAARN,famer_11468,Female,Manual,Above 35,trainer_name_4,GRP_unipgfj,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Antimicrobial Resistance,1,2024-10-30,0,1,1
ID_J131W5,famer_25243,Female,Ussd,Above 35,trainer_name_10,GRP_rkkchya,0,CNT_uemdrmi,SUB_zpljppha,WRD_faxhrxaaa,Weed Management In Maize And Beans,1,2025-05-14,0,0,0
ID_VB23YK,famer_17182,Female,Manual,Above 35,trainer_name_5,GRP_cvvtqko,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Dairy Feed Management,1,2024-05-10,0,0,0
ID_3S9NSA,famer_22562,Male,Ussd,Above 35,trainer_name_10,GRP_gjtwhcp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practises..,1,2024-09-16,0,1,1
ID_SGNWC2,famer_22936,Male,Ussd,Above 35,trainer_name_10,GRP_rbbdbqd,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practises.,1,2024-08-13,0,0,0
ID_NG9XF3,famer_22406,Female,Ussd,Above 35,trainer_name_4,GRP_qlqurqv,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health Management..,1,2024-08-28,0,0,0
ID_W3GFAO,famer_12260,Female,Manual,Above 35,trainer_name_5,GRP_ulyasvx,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_qqctkubem,Diseases In Dairy Farming,1,2024-11-23,0,0,0
ID_1LA3VP,famer_10392,Female,Manual,Above 35,trainer_name_5,GRP_oynmbfi,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_ydmsmlejg,Personal Protective Equipment (Ppe),1,2024-09-28,0,0,0
ID_GED10I,famer_31875,Male,Ussd,Below 35,trainer_name_10,GRP_efmlijh,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Mngt Practices,1,2024-05-08,0,0,0
ID_IPV6VX,famer_8048,Female,Ussd,Above 35,trainer_name_5,GRP_oejabil,1,CNT_sfcnztt,SUB_uqkvollf,WRD_izjxmslgt,Dairy Health Management,1,2024-12-11,1,1,1
ID_NFQTXT,famer_12989,Male,Ussd,Above 35,trainer_name_10,GRP_wimufah,0,CNT_uemdrmi,SUB_zpljppha,WRD_faxhrxaaa,Poultry & Dairy Feeding With Tyari Feeds,1,2025-05-06,0,0,0
ID_X42OHP,famer_24451,Female,Ussd,Above 35,trainer_name_10,GRP_xpxzqvc,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Aflatoxin In Dairy Farming,1,2024-09-24,0,0,1
ID_ZS2R45,famer_16540,Female,Ussd,Above 35,trainer_name_10,GRP_eisvcbs,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Why You Should Vaccinate Your Animals,1,2024-11-26,0,1,1
ID_13Z3FO,famer_18730,Male,Ussd,Above 35,trainer_name_10,GRP_klczvfo,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Infertility In Dairy Cows,1,2024-09-23,0,1,1
ID_LGM5JZ,famer_28290,Male,Manual,Above 35,trainer_name_5,GRP_iurvxvy,0,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,"How To Rear Healthy Chicken With Biodeal,Record Keeping In Poultry,Unga Dairy Feeds, Hygiene And Health Products",0,2024-05-29,0,0,0
ID_CSQV90,famer_29976,Female,Ussd,Above 35,trainer_name_5,GRP_gunbcol,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Calf Feeding,1,2024-08-28,0,0,1
ID_H7YQXH,famer_22381,Male,Manual,Above 35,trainer_name_7,GRP_emdwngc,0,CNT_utfjmmb,SUB_gugsulth,WRD_tiljerghu,Animal Management Practices,1,2025-03-20,0,0,0
ID_MHGTBM,famer_31338,Female,Manual,Above 35,trainer_name_4,GRP_qlqurqv,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health With Biodeal,1,2024-12-12,0,1,1
ID_H2T6B9,famer_14141,Female,Ussd,Above 35,trainer_name_3,GRP_bmzowtw,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Weed Management In Maize And Beans,1,2025-05-16,0,0,0
ID_AJ3BKI,famer_28802,Female,Ussd,Above 35,trainer_name_5,GRP_ojxgnrq,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Milking Hygiene,1,2024-11-21,0,1,1
ID_S3IY57,famer_3274,Female,Ussd,Above 35,trainer_name_2,GRP_gsulthc,0,CNT_curllwc,SUB_fcnzttsu,WRD_cnzttsund,"Biodeal Dairy,Biodeal Poultry,Disadvantages Of Natural Mating,Herd Health",0,2024-04-18,0,0,0
ID_XCS08K,famer_30296,Female,Ussd,Below 35,trainer_name_4,GRP_eqazbiy,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,The Benefits Of Ndume App,1,2024-09-07,0,0,0
ID_DGYDY2,famer_18084,Female,Ussd,Above 35,trainer_name_3,GRP_sgjblgc,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Asili Fertilizer (Organic),1,2025-03-20,0,0,0
ID_905KY6,famer_1948,Male,Ussd,Above 35,trainer_name_10,GRP_ishghiv,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,How To Succeed In Breeding,1,2024-04-01,0,0,0
ID_OILEST,famer_12394,Female,Ussd,Above 35,trainer_name_5,GRP_ihmfzem,1,CNT_sfcnztt,SUB_uqkvollf,WRD_izjxmslgt,"Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Control Of External Parasites With Dominex.,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Livestock Management Practices,Milking Hygiene,Personal Protective Equipment (Ppe),Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Diseases And Biosecurity,Poultry Feeding With Tyari,Poultry Health Management,Successfull Breeding With Crv",1,2024-11-13,0,0,1
ID_66HT1Z,famer_5758,Male,Ussd,Below 35,trainer_name_10,GRP_gjtwhcp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Deworming Your Dairy Animal,1,2024-09-16,0,1,1
ID_SPLM94,famer_28470,Female,Ussd,Above 35,trainer_name_4,GRP_snlxiot,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,The Benefits Of Ndume App,1,2024-08-08,0,0,0
ID_5A28SA,famer_15835,Male,Ussd,Above 35,trainer_name_2,GRP_levtbfa,0,CNT_curllwc,SUB_fcnzttsu,WRD_levqscitv,"Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming And Record Keeping In Animal Health,Deworming Your Dairy Animal,Infertility In Dairy Cows,Why You Should Vaccinate Your Animals",1,2024-09-27,0,1,1
ID_7BKN29,famer_25198,Female,Ussd,Below 35,trainer_name_10,GRP_klczvfo,0,CNT_uemdrmi,SUB_zpljppha,WRD_faxhrxaaa,Weed Management In Maize And Beans,1,2025-05-05,0,0,0
ID_Z72PN2,famer_9591,Female,Ussd,Above 35,trainer_name_3,GRP_fbpzcwv,0,CNT_bwvhqet,SUB_zrkkkvie,WRD_eviiydxxp,Disadvantages Of Natural Mating,1,2024-05-15,0,0,0
ID_EXF5KS,famer_26725,Female,Ussd,Above 35,trainer_name_10,GRP_rbbdbqd,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Deworming Your Dairy Animal,1,2024-09-16,0,0,0
ID_PHEMPV,famer_8241,Female,Ussd,Above 35,trainer_name_5,GRP_uugufka,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,How To Rear Healthy Chicken With Biodeal.,1,2024-08-09,0,0,1
ID_FSAVXC,famer_21649,Female,Ussd,Above 35,trainer_name_7,GRP_aipdmzv,0,CNT_utfjmmb,SUB_gugsulth,WRD_ywmqfuont,Dairy And Poultry Nutrition With Pembe Feeds,1,2024-11-13,0,1,1
ID_AGA8IL,famer_9397,Male,Ussd,Above 35,trainer_name_2,GRP_mpjdevi,0,CNT_curllwc,SUB_fcnzttsu,WRD_cnzttsund,"Aflatoxin In Dairy Farming,Deworming And Record Keeping In Animal Health,Deworming Your Dairy Animal,Infertility In Dairy Cows,Why You Should Vaccinate Your Animals",0,2024-09-24,0,0,0
ID_13MHTO,famer_23588,Female,Ussd,Above 35,trainer_name_5,GRP_djdeycm,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,"Asili Fertilizer (Organic),Benefits Of Sistema Biogas,Dairy Health Management,Diseases In Dairy Farming,General Livestock Management,Harvesting & Post-Harvest Handling.,Importance Of Choosing The Right Seed Variety,Importance Of Vaccinations And Record,Livestock Management Practices,Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Poultry Health Management,Successfull Breeding With Crv,Weed Management In Maize And Beans",1,2024-12-17,1,1,1
ID_P7T5G2,famer_18300,Female,Ussd,Above 35,trainer_name_10,GRP_meiflml,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Health Management..,1,2024-09-14,0,1,1
ID_APES63,famer_14808,Female,Ussd,Above 35,trainer_name_10,GRP_ohxwqqp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Health Management..,1,2024-09-12,0,1,1
ID_J6XGLF,famer_27202,Female,Manual,Above 35,trainer_name_5,GRP_nvnuelp,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Poultry Housing,1,2024-05-01,0,0,0
ID_0PIWEW,famer_21097,Female,Manual,Above 35,trainer_name_7,GRP_rnjwwia,0,CNT_utfjmmb,SUB_shvpoemw,WRD_txvtqhujn,Silage Making With Mama Silage Bags,1,2025-05-16,0,0,0
ID_75KGOJ,famer_15034,Female,Manual,Above 35,trainer_name_5,GRP_cvvtqko,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Biodeal Poultry,1,2024-05-11,0,0,0
ID_AJ8NWM,famer_28600,Female,Ussd,Above 35,trainer_name_10,GRP_vrcvmoz,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Antimicrobial Resistance,1,2024-09-28,0,0,0
ID_T8AS33,famer_4167,Female,Ussd,Above 35,trainer_name_5,GRP_ojxgnrq,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Poultry Diseases And Biosecurity,1,2024-11-21,1,1,1
ID_T14S5C,famer_35337,Female,Ussd,Below 35,trainer_name_10,GRP_iomehdv,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practises.,1,2024-08-07,0,0,0
ID_LAQDNJ,famer_1451,Female,Ussd,Below 35,trainer_name_10,GRP_wimufah,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,The Benefits Of Ndume App,1,2024-08-05,0,0,1
ID_F3EI0U,famer_35442,Female,Manual,Above 35,trainer_name_5,GRP_ypkfuxa,1,CNT_sfcnztt,SUB_uqkvollf,WRD_izjxmslgt,Personal Protective Equipment (Ppe),1,2024-10-31,0,0,0
ID_FYWSIR,famer_36672,Female,Ussd,Above 35,trainer_name_4,GRP_xuhbrdc,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health Management..,1,2024-09-13,0,1,1
ID_SYJ79N,famer_28458,Male,Manual,Above 35,trainer_name_5,GRP_bzlhxtt,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,"Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity",0,2024-11-15,0,0,0
ID_DAOY97,famer_16029,Female,Ussd,Above 35,trainer_name_4,GRP_qlqurqv,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Importance Of Mineral Supplementation,1,2024-12-11,0,1,1
ID_VBOBHM,famer_27827,Male,Manual,Above 35,trainer_name_10,GRP_hcgkdmy,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Aflatoxin In Dairy Farming,1,2024-09-24,0,0,0
ID_V3MBMY,famer_37756,Female,Ussd,Above 35,trainer_name_10,GRP_zklokul,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practises..,1,2024-08-29,0,0,0
ID_FXAKYI,famer_17645,Female,Manual,Above 35,trainer_name_5,GRP_njzmyrb,0,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Asili Fertilizer (Organic),1,2025-03-21,1,1,1
ID_MPEWZ2,famer_31963,Male,Ussd,Above 35,trainer_name_4,GRP_qlqurqv,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,How To Rear Healthy Chicken With Biodeal.,1,2024-08-14,0,0,1
ID_WNXGBC,famer_38448,Female,Ussd,Above 35,trainer_name_2,GRP_ykmmubc,0,CNT_curllwc,SUB_fcnzttsu,WRD_levqscitv,"Deworming And Record Keeping In Animal Health,Why You Should Vaccinate Your Animals",1,2024-09-24,0,1,1
ID_XLNPTL,famer_9452,Male,Ussd,Above 35,trainer_name_10,GRP_lxymzvv,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Reasons Why Ai Fails And Solutions,1,2024-06-05,0,0,0
ID_FJY02D,famer_9786,Female,Manual,Above 35,trainer_name_7,GRP_appbqnr,0,CNT_utfjmmb,SUB_gugsulth,WRD_ywmqfuont,Kienyeji Poultry Feeds,1,2024-05-15,0,0,0
ID_GYBPFJ,famer_3658,Female,Ussd,Above 35,trainer_name_10,GRP_cvycued,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Asili Fertilizer (Organic),1,2025-04-05,0,0,0
ID_KO0Y3T,famer_4464,Male,Ussd,Above 35,trainer_name_4,GRP_iflynpz,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Deworming Your Dairy Animal,1,2024-09-24,0,1,1
ID_G9IOIK,famer_21425,Female,Manual,Above 35,trainer_name_7,GRP_tvwzvuv,0,CNT_utfjmmb,SUB_gugsulth,WRD_spcnysdyy,Animal Nutrition With Pembe,1,2025-03-13,0,0,0
ID_WL5XNI,famer_18841,Female,Ussd,Below 35,trainer_name_5,GRP_wtqmkae,0,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,How To Rear Healthy Chicken With Biodeal.,1,2024-08-10,0,0,0
ID_ZP1D9P,famer_22867,Male,Ussd,Above 35,trainer_name_10,GRP_dvnamti,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Importance Of Mineral Supplementation,1,2024-12-17,1,1,1
ID_JEBJ9I,famer_19231,Female,Manual,Above 35,trainer_name_7,GRP_xnolobb,0,CNT_utfjmmb,SUB_shvpoemw,WRD_txvtqhujn,Poultry Health Mngt,1,2025-01-30,0,0,0
ID_QX9UZ7,famer_26371,Female,Manual,Above 35,trainer_name_10,GRP_iglnsld,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Ndume App,1,2024-02-29,0,0,0
ID_76Q3LF,famer_19850,Female,Manual,Above 35,trainer_name_5,GRP_xhrbaby,1,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Personal Protective Equipment (Ppe),1,2024-09-23,0,0,0
ID_IVT1HY,famer_24368,Female,Ussd,Above 35,trainer_name_10,GRP_meiflml,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Why You Should Vaccinate Your Animals,1,2024-11-20,1,1,1
ID_MQ2AA1,famer_31258,Female,Ussd,Above 35,trainer_name_4,GRP_plgjpai,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Herd. Health. Management,1,2024-12-12,0,1,1
ID_HSF4OQ,famer_22615,Female,Manual,Above 35,trainer_name_5,GRP_ulyasvx,0,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Microp+ Topdressing,1,2024-05-25,0,0,0
ID_A7903B,famer_3534,Female,Ussd,Above 35,trainer_name_4,GRP_ozpnboe,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health Management..,1,2024-09-02,0,0,1
ID_U4DT8H,famer_27650,Female,Manual,Above 35,trainer_name_4,GRP_ylpxjvn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,The Benefits Of Ndume App,1,2024-08-08,0,0,1
ID_UQDEQV,famer_25513,Male,Ussd,Above 35,trainer_name_4,GRP_iflynpz,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Aflatoxin In Dairy Farming,1,2024-09-24,0,1,1
ID_Y6MJBL,famer_17460,Female,Ussd,Above 35,trainer_name_10,GRP_gjtwhcp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Aflatoxin In Dairy Farming,1,2024-10-23,0,1,1
ID_AP9V78,famer_29009,Female,Manual,Above 35,trainer_name_5,GRP_necglec,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,How To Rear Healthy Chicken With Biodeal.,1,2024-08-09,0,0,1
ID_G3ZJ5W,famer_10113,Male,Ussd,Above 35,trainer_name_10,GRP_rbbdbqd,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Aflatoxin In Dairy Farming,1,2024-10-21,0,1,1
ID_V1K5C1,famer_8088,Female,Ussd,Above 35,trainer_name_5,GRP_wwcwtfh,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Asili Fertilizer (Organic),1,2025-03-20,1,1,1
ID_5IF3SS,famer_19881,Male,Ussd,Above 35,trainer_name_5,GRP_wyhzqby,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,"Unga Dairy Feeds, Hygiene And Health Products",1,2024-06-02,0,0,0
ID_J3MU85,famer_15776,Female,Ussd,Above 35,trainer_name_10,GRP_klczvfo,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Herd Management,1,2024-05-16,0,0,0
ID_ZOQLP2,famer_6751,Female,Ussd,Above 35,trainer_name_10,GRP_meiflml,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Dairy Hygiene,1,2024-10-24,0,1,1
ID_ZNOK8R,famer_5760,Female,Ussd,Below 35,trainer_name_10,GRP_rkkchya,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practices,1,2024-04-30,0,0,0
ID_23H782,famer_27352,Male,Ussd,Above 35,trainer_name_10,GRP_ohxwqqp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Aflatoxin In Dairy Farming,1,2024-10-21,0,0,0
ID_Q448Y5,famer_38665,Female,Ussd,Above 35,trainer_name_5,GRP_ouyiwwz,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Milking Hygiene,1,2024-11-12,0,0,0
ID_CI5MA4,famer_1970,Female,Ussd,Above 35,trainer_name_10,GRP_hbhymlh,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Herd Health Management.,1,2024-08-22,0,0,1
ID_WUC8D8,famer_37284,Female,Ussd,Above 35,trainer_name_2,GRP_zifyqhq,0,CNT_curllwc,SUB_fcnzttsu,WRD_mdrmifory,"Aflatoxin In Dairy Farming,Antimicrobial Resistance,Deworming Your Dairy Animal",1,2024-09-28,0,1,1
ID_UT9LHH,famer_29593,Female,Manual,Above 35,trainer_name_5,GRP_bluqxda,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Calf Feeding,1,2024-07-11,0,0,0
ID_Z4XZG9,famer_1600,Female,Ussd,Above 35,trainer_name_10,GRP_uyqthlz,0,CNT_uemdrmi,SUB_zpljppha,WRD_faxhrxaaa,Importance Of Choosing The Right Seed Variety,1,2025-03-31,0,0,0
ID_O9Z5L6,famer_6014,Male,Ussd,Above 35,trainer_name_4,GRP_eqazbiy,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Aflatoxin In Dairy Farming,1,2024-09-28,0,0,0
ID_5GBW2O,famer_30107,Male,Manual,Above 35,trainer_name_4,GRP_zjopifn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Herd Health Management.,1,2024-07-08,0,0,0
ID_W3JSVY,famer_9908,Female,Ussd,Above 35,trainer_name_10,GRP_htfvlkl,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Factors Affecting Milk Production,1,2024-02-20,0,0,0
ID_F0YZQT,famer_39312,Female,Ussd,Below 35,trainer_name_2,GRP_upuqqqu,0,CNT_curllwc,SUB_fcnzttsu,WRD_cnzttsund,"How To Succeed In Breeding,Microp+ Planting,Poultry Management Practices,Yara Maziwa Pro",0,2024-03-26,0,0,0
ID_9CZDIM,famer_23683,Female,Manual,Above 35,trainer_name_7,GRP_jarsroj,0,CNT_utfjmmb,SUB_gugsulth,WRD_spcnysdyy,Mama Silage Bags,1,2025-02-20,0,0,0
ID_7WGDWJ,famer_21581,Male,Manual,Above 35,trainer_name_7,GRP_jgxzihf,0,CNT_utfjmmb,SUB_gugsulth,WRD_nwxdypqcq,Kienyeji Chicken Rearing For October,1,2024-10-07,0,1,1
ID_8FR3M9,famer_21771,Female,Ussd,Below 35,trainer_name_10,GRP_xnsxywx,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Reasons Why Ai Fails And Solutions,1,2024-05-18,0,0,0
ID_J0WQ14,famer_18674,Female,Ussd,Above 35,trainer_name_10,GRP_lnbgahy,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Health Management..,1,2024-08-29,0,0,1
ID_LTO9V5,famer_25778,Female,Ussd,Below 35,trainer_name_10,GRP_bdonqcw,0,CNT_uemdrmi,SUB_zpljppha,WRD_faxhrxaaa,Poultry And Dairy Feeding With Tyari Feeds,1,2025-05-01,0,0,0
ID_ZU08WA,famer_15572,Female,Manual,Above 35,trainer_name_4,GRP_kkgdzpf,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Herd Health,1,2024-05-06,0,0,0
ID_1K0HY3,famer_13696,Female,Ussd,Above 35,trainer_name_10,GRP_ohxwqqp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Why You Should Vaccinate Your Animals,1,2024-11-26,0,0,0
ID_Z5P4UN,famer_6608,Female,Manual,Above 35,trainer_name_5,GRP_uyxugut,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Poultry Diseases And Biosecurity,1,2024-11-08,1,1,1
ID_3ZRR6H,famer_11067,Female,Manual,Above 35,trainer_name_5,GRP_lfpynah,0,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,"Asili Fertilizer (Organic),Benfits Of Sistema Biogas,Dairy Health Management,Dairy Nutrition With Tyari,Diseases In Dairy Farming,How To Manage Pest And Diseases At Harvesting Stage,Importance Of Choosing The Right Seed Variety,Livestock Management Practices.,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry And Dairy Feeding With Tyari Feeds,Poultry Diseases And Biosecurity,Poultry Feeding With Tyari,Poultry Health Management",1,2024-11-14,1,1,1
ID_SHJGI3,famer_5717,Female,Manual,Above 35,trainer_name_7,GRP_fobhomy,0,CNT_utfjmmb,SUB_shvpoemw,WRD_txvtqhujn,Lumpy Skin Disease,1,2024-10-17,0,0,0
ID_JMXGXI,famer_738,Female,Ussd,Above 35,trainer_name_5,GRP_mzknnre,1,CNT_sfcnztt,SUB_uqkvollf,WRD_msrliqdpc,Diseases In Dairy Farming,1,2024-11-25,0,0,0
ID_8O7031,famer_15312,Female,Ussd,Above 35,trainer_name_10,GRP_hbhymlh,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Importance Of Mineral Supplementation,1,2024-12-07,1,1,1
ID_WANY1H,famer_1046,Male,Ussd,Above 35,trainer_name_10,GRP_klczvfo,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,The Benefits Of Ndume App,1,2024-08-24,0,1,1
ID_BWLBJO,famer_21976,Female,Ussd,Above 35,trainer_name_4,GRP_ullispn,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,Poultry Health Management..,1,2024-08-28,0,0,1
ID_T7NPXQ,famer_14697,Female,Manual,Above 35,trainer_name_3,GRP_krwnbff,0,CNT_bwvhqet,SUB_xhlrdonu,WRD_kdjylcqzw,Ndume App,1,2024-06-05,0,0,0
ID_Z7SMG2,famer_3143,Female,Ussd,Above 35,trainer_name_5,GRP_wgmfmla,1,CNT_sfcnztt,SUB_uqkvollf,WRD_cussmsexn,Milking Hygiene,1,2024-11-14,0,0,1
ID_MSTD1A,famer_26591,Female,Ussd,Above 35,trainer_name_2,GRP_xctvxfx,0,CNT_curllwc,SUB_fcnzttsu,WRD_cnzttsund,"Deworming And Record Keeping In Animal Health,Poultry Health Management. Practices,Why You Should Vaccinate Your Animals",1,2024-08-16,0,1,1
ID_18P9IS,famer_3534,Female,Ussd,Above 35,trainer_name_4,GRP_ovohbos,0,CNT_sjbzlxr,SUB_pjycidiz,WRD_ukrqggbdl,The Benefits Of Ndume App,1,2024-08-13,0,0,1
ID_81R5GX,famer_14670,Female,Ussd,Above 35,trainer_name_5,GRP_yfpdsks,1,CNT_sfcnztt,SUB_coxbwvhq,WRD_kkkvieiac,Dairy Nutrition With Tyari,1,2025-02-24,0,1,1
ID_CVF40F,famer_5758,Male,Ussd,Below 35,trainer_name_10,GRP_gjtwhcp,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,Poultry Management Practises.,1,2024-08-06,0,0,1
ID_AUCARI,famer_27946,Female,Manual,Above 35,trainer_name_5,GRP_pbmpyni,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Poultry And Dairy Feeding With Tyari Feeds,1,2025-03-19,1,1,1
ID_NF6O9K,famer_18698,Male,Manual,Above 35,trainer_name_10,GRP_rcycrun,0,CNT_uemdrmi,SUB_rcepuehy,WRD_zardqqcrx,How To Succeed In Breeding,1,2024-03-21,0,0,0
ID_HN164V,famer_41004,Female,Ussd,Below 35,trainer_name_2,GRP_eydcyol,0,CNT_curllwc,SUB_fcnzttsu,WRD_cnzttsund,"Deworming And Record Keeping In Animal Health,Herd Health Management.,Poultry Health Management.,Poultry Management Practises.,The Benefits Of Ndume App,Why You Should Vaccinate Your Animals",1,2024-08-22,0,1,1
ID_A5PT0P,famer_41669,Female,Manual,Above 35,trainer_name_3,GRP_friaavd,0,CNT_bwvhqet,SUB_zrkkkvie,WRD_gqoykhbaj,Sheep And Goat Rearing,1,2024-12-13,0,0,0
ID_P3Z220,famer_28737,Female,Ussd,Above 35,trainer_name_5,GRP_nbmlgdb,0,CNT_sfcnztt,SUB_uqkvollf,WRD_hlrdonuzr,Personal Protective Equipment (Ppe),1,2024-11-06,0,0,0
ID_ZJY97X,famer_23884,Male,Ussd,Above 35,trainer_name_8,GRP_hsuzoaw,0,CNT_jeyuqkv,SUB_ylevqsci,WRD_zfgadooji,"Dairy Feed Management,Dairy Health Management,Diseases In Dairy Farming,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Feed And Water Management,Poultry Health Management,Record Keeping In Poultry",0,2024-05-06,0,0,0
