ID,Target_07_AUC,Target_07_LogLoss,Target_90_AUC,Target_90_LogLoss,Target_120_AUC,Target_120_LogLoss
ID_K9MRV0,0,0,0,0,0,0
ID_3VDZ74,0,0,0,0,0,0
ID_E9DM4F,0,0,0,0,0,0
ID_VZA75B,0,0,0,0,0,0
ID_H4H7OZ,0,0,0,0,0,0
ID_L43TGE,0,0,0,0,0,0
ID_S8CS7R,0,0,0,0,0,0
ID_3JZQ83,0,0,0,0,0,0
ID_T3ODHJ,0,0,0,0,0,0
ID_9ANG9P,0,0,0,0,0,0
ID_JJIG24,0,0,0,0,0,0
ID_CHJRIB,0,0,0,0,0,0
ID_259Z2C,0,0,0,0,0,0
ID_UKG5SQ,0,0,0,0,0,0
ID_VNH8W5,0,0,0,0,0,0
ID_DH7HHV,0,0,0,0,0,0
ID_FU7N98,0,0,0,0,0,0
ID_COVNJA,0,0,0,0,0,0
ID_YBCXJZ,0,0,0,0,0,0
ID_P45LEM,0,0,0,0,0,0
ID_MAPVZ5,0,0,0,0,0,0
ID_2AM4P7,0,0,0,0,0,0
ID_OHU1BP,0,0,0,0,0,0
ID_5CMMJJ,0,0,0,0,0,0
ID_RJQQVG,0,0,0,0,0,0
ID_S2TBLL,0,0,0,0,0,0
ID_1VCORT,0,0,0,0,0,0
ID_MYLJZL,0,0,0,0,0,0
ID_1CFLC6,0,0,0,0,0,0
ID_NU1SMW,0,0,0,0,0,0
ID_FONX04,0,0,0,0,0,0
ID_V2615K,0,0,0,0,0,0
ID_AF4CJ4,0,0,0,0,0,0
ID_4GXY4M,0,0,0,0,0,0
ID_GP204I,0,0,0,0,0,0
ID_Q65LPP,0,0,0,0,0,0
ID_SAZ5OH,0,0,0,0,0,0
ID_GTQKFQ,0,0,0,0,0,0
ID_TJUCNS,0,0,0,0,0,0
ID_B9N9LA,0,0,0,0,0,0
ID_UAN6R5,0,0,0,0,0,0
ID_A7COJJ,0,0,0,0,0,0
ID_F5NZXM,0,0,0,0,0,0
ID_OXGA58,0,0,0,0,0,0
ID_U3WQT6,0,0,0,0,0,0
ID_UU8EYR,0,0,0,0,0,0
ID_3HGMRL,0,0,0,0,0,0
ID_YWV3PN,0,0,0,0,0,0
ID_NNPHB8,0,0,0,0,0,0
ID_Z7P91O,0,0,0,0,0,0
ID_PX31KH,0,0,0,0,0,0
ID_BIXMMO,0,0,0,0,0,0
ID_QQWUHH,0,0,0,0,0,0
ID_7SOSNX,0,0,0,0,0,0
ID_SUGBLH,0,0,0,0,0,0
ID_PV6VN9,0,0,0,0,0,0
ID_NKXDFJ,0,0,0,0,0,0
ID_WCISPI,0,0,0,0,0,0
ID_4BSQQG,0,0,0,0,0,0
ID_TCQ7KN,0,0,0,0,0,0
ID_4SJ7RP,0,0,0,0,0,0
ID_YT4AHT,0,0,0,0,0,0
ID_3YSTOG,0,0,0,0,0,0
ID_6IJH2I,0,0,0,0,0,0
ID_EWBXGD,0,0,0,0,0,0
ID_IYHGXN,0,0,0,0,0,0
ID_9JG3EP,0,0,0,0,0,0
ID_A1E04F,0,0,0,0,0,0
ID_45ODVG,0,0,0,0,0,0
ID_K7LBV5,0,0,0,0,0,0
ID_IX5GX5,0,0,0,0,0,0
ID_MHP7OB,0,0,0,0,0,0
ID_ZOMK9L,0,0,0,0,0,0
ID_4CMJEB,0,0,0,0,0,0
ID_BH9OY4,0,0,0,0,0,0
ID_G5BZ58,0,0,0,0,0,0
ID_ER5WND,0,0,0,0,0,0
ID_XTUUOB,0,0,0,0,0,0
ID_7UARNM,0,0,0,0,0,0
ID_LL94KM,0,0,0,0,0,0
ID_5B4VYH,0,0,0,0,0,0
ID_5MCLZN,0,0,0,0,0,0
ID_5KNXTE,0,0,0,0,0,0
ID_4V3M3L,0,0,0,0,0,0
ID_G23JK4,0,0,0,0,0,0
ID_YN3XRW,0,0,0,0,0,0
ID_NCDVLZ,0,0,0,0,0,0
ID_6RNUZZ,0,0,0,0,0,0
ID_AJWDA6,0,0,0,0,0,0
ID_RJH0XD,0,0,0,0,0,0
ID_RLN7VJ,0,0,0,0,0,0
ID_TXBNWC,0,0,0,0,0,0
ID_SNXJ4E,0,0,0,0,0,0
ID_BEIBJV,0,0,0,0,0,0
ID_RLVYYI,0,0,0,0,0,0
ID_ICGZNJ,0,0,0,0,0,0
ID_IWZGT8,0,0,0,0,0,0
ID_L6OWSA,0,0,0,0,0,0
ID_M74KFL,0,0,0,0,0,0
ID_6N14U9,0,0,0,0,0,0
ID_SA568Q,0,0,0,0,0,0
ID_F8DPB0,0,0,0,0,0,0
ID_P0AR4T,0,0,0,0,0,0
ID_OBXI95,0,0,0,0,0,0
ID_GG14NR,0,0,0,0,0,0
ID_ZHB6FQ,0,0,0,0,0,0
ID_0ZLUC0,0,0,0,0,0,0
ID_KGXYCM,0,0,0,0,0,0
ID_1REPBZ,0,0,0,0,0,0
ID_NU4JQW,0,0,0,0,0,0
ID_QRIBWZ,0,0,0,0,0,0
ID_6NPPTW,0,0,0,0,0,0
ID_MIYMHQ,0,0,0,0,0,0
ID_PZ8I0U,0,0,0,0,0,0
ID_U733UU,0,0,0,0,0,0
ID_LQIMJQ,0,0,0,0,0,0
ID_9FY5SX,0,0,0,0,0,0
ID_20RSZ6,0,0,0,0,0,0
ID_POFTS0,0,0,0,0,0,0
ID_MW130M,0,0,0,0,0,0
ID_K4DMT7,0,0,0,0,0,0
ID_C45M9E,0,0,0,0,0,0
ID_F4VPXU,0,0,0,0,0,0
ID_CU544S,0,0,0,0,0,0
ID_BP77Q5,0,0,0,0,0,0
ID_WZSYJM,0,0,0,0,0,0
ID_Q5307T,0,0,0,0,0,0
ID_I06WGD,0,0,0,0,0,0
ID_GTZ4Q0,0,0,0,0,0,0
ID_0VPCC5,0,0,0,0,0,0
ID_6XMTSZ,0,0,0,0,0,0
ID_EBZZHR,0,0,0,0,0,0
ID_6EWFMZ,0,0,0,0,0,0
ID_155L37,0,0,0,0,0,0
ID_NHOYKP,0,0,0,0,0,0
ID_L3MPFB,0,0,0,0,0,0
ID_XED3U4,0,0,0,0,0,0
ID_GVBA1A,0,0,0,0,0,0
ID_45M40M,0,0,0,0,0,0
ID_SPX9TI,0,0,0,0,0,0
ID_SC0KQI,0,0,0,0,0,0
ID_PXWK2N,0,0,0,0,0,0
ID_1KZSMT,0,0,0,0,0,0
ID_9SWX5Z,0,0,0,0,0,0
ID_TH6E39,0,0,0,0,0,0
ID_B49CVL,0,0,0,0,0,0
ID_YDZZH6,0,0,0,0,0,0
ID_UKUTMZ,0,0,0,0,0,0
ID_AYCN70,0,0,0,0,0,0
ID_JTCEMN,0,0,0,0,0,0
ID_5S6QMF,0,0,0,0,0,0
ID_5ZU5F8,0,0,0,0,0,0
ID_E0LCDV,0,0,0,0,0,0
ID_MY33AV,0,0,0,0,0,0
ID_34YGA2,0,0,0,0,0,0
ID_MY3COZ,0,0,0,0,0,0
ID_SDQXHI,0,0,0,0,0,0
ID_RUXWTC,0,0,0,0,0,0
ID_HUNJOF,0,0,0,0,0,0
ID_J9UW4A,0,0,0,0,0,0
ID_OOVS39,0,0,0,0,0,0
ID_AAD3LI,0,0,0,0,0,0
ID_5P7B05,0,0,0,0,0,0
ID_JIQ08L,0,0,0,0,0,0
ID_A56MXW,0,0,0,0,0,0
ID_H5E6CW,0,0,0,0,0,0
ID_0UEWZ7,0,0,0,0,0,0
ID_BTYWAF,0,0,0,0,0,0
ID_506ZOP,0,0,0,0,0,0
ID_T9ZOE8,0,0,0,0,0,0
ID_99RA1A,0,0,0,0,0,0
ID_146NON,0,0,0,0,0,0
ID_PIEJ23,0,0,0,0,0,0
ID_CX78MK,0,0,0,0,0,0
ID_709GQZ,0,0,0,0,0,0
ID_EKFZRP,0,0,0,0,0,0
ID_SR3HHX,0,0,0,0,0,0
ID_UKX4NM,0,0,0,0,0,0
ID_C1P8FM,0,0,0,0,0,0
ID_FIHZFX,0,0,0,0,0,0
ID_BIRSDD,0,0,0,0,0,0
ID_2FBVC4,0,0,0,0,0,0
ID_E0RCGR,0,0,0,0,0,0
ID_Q4ZZEP,0,0,0,0,0,0
ID_V5SFCE,0,0,0,0,0,0
ID_QKBP1Q,0,0,0,0,0,0
ID_PGMIL1,0,0,0,0,0,0
ID_RQ04W8,0,0,0,0,0,0
ID_547QK2,0,0,0,0,0,0
ID_3XHKYJ,0,0,0,0,0,0
ID_PERV6N,0,0,0,0,0,0
ID_G4ORE0,0,0,0,0,0,0
ID_WOPPA1,0,0,0,0,0,0
ID_BPEL20,0,0,0,0,0,0
ID_9PE1RB,0,0,0,0,0,0
ID_C9UEO0,0,0,0,0,0,0
ID_FUPQFZ,0,0,0,0,0,0
ID_8HK2XA,0,0,0,0,0,0
ID_YOC4IG,0,0,0,0,0,0
ID_G3CQX6,0,0,0,0,0,0
ID_V84DEN,0,0,0,0,0,0
ID_NCQY1V,0,0,0,0,0,0
ID_OB7TUV,0,0,0,0,0,0
ID_RD0YQD,0,0,0,0,0,0
ID_YR0NZD,0,0,0,0,0,0
ID_0Z0EOG,0,0,0,0,0,0
ID_00I0ZW,0,0,0,0,0,0
ID_7X780P,0,0,0,0,0,0
ID_E4XWOM,0,0,0,0,0,0
ID_NDSAJ7,0,0,0,0,0,0
ID_2E0ZNG,0,0,0,0,0,0
ID_SR07YW,0,0,0,0,0,0
ID_L35FU9,0,0,0,0,0,0
ID_WN0443,0,0,0,0,0,0
ID_TQB9QW,0,0,0,0,0,0
ID_5GV718,0,0,0,0,0,0
ID_CROZ09,0,0,0,0,0,0
ID_A2XZXM,0,0,0,0,0,0
ID_QEM8TR,0,0,0,0,0,0
ID_0EXA17,0,0,0,0,0,0
ID_4KZ6JB,0,0,0,0,0,0
ID_QEKTIQ,0,0,0,0,0,0
ID_9526AG,0,0,0,0,0,0
ID_A5GS9Q,0,0,0,0,0,0
ID_56DUPV,0,0,0,0,0,0
ID_I63A4Q,0,0,0,0,0,0
ID_DX6Z9T,0,0,0,0,0,0
ID_W0CMT3,0,0,0,0,0,0
ID_Y3PAI2,0,0,0,0,0,0
ID_XD1AWX,0,0,0,0,0,0
ID_R8XSJS,0,0,0,0,0,0
ID_FJQ03E,0,0,0,0,0,0
ID_JAEEX6,0,0,0,0,0,0
ID_UQBXZI,0,0,0,0,0,0
ID_7NVLKR,0,0,0,0,0,0
ID_3IW3G1,0,0,0,0,0,0
ID_DCYLUR,0,0,0,0,0,0
ID_2TJJ7V,0,0,0,0,0,0
ID_KYHZ1J,0,0,0,0,0,0
ID_M0WZOH,0,0,0,0,0,0
ID_R9EV4F,0,0,0,0,0,0
ID_SMHJ6E,0,0,0,0,0,0
ID_XAXGZW,0,0,0,0,0,0
ID_2ZW2BK,0,0,0,0,0,0
ID_F8FMF9,0,0,0,0,0,0
ID_YVU368,0,0,0,0,0,0
ID_7AAD4J,0,0,0,0,0,0
ID_6CIG89,0,0,0,0,0,0
ID_X7IOID,0,0,0,0,0,0
ID_9UFQ4O,0,0,0,0,0,0
ID_FKG6K9,0,0,0,0,0,0
ID_UKYALS,0,0,0,0,0,0
ID_9K1G8X,0,0,0,0,0,0
ID_IUURC3,0,0,0,0,0,0
ID_ZUM9HS,0,0,0,0,0,0
ID_J1S4AZ,0,0,0,0,0,0
ID_8C2GTV,0,0,0,0,0,0
ID_EK5V6Y,0,0,0,0,0,0
ID_XFND5Q,0,0,0,0,0,0
ID_C82TI7,0,0,0,0,0,0
ID_F88F24,0,0,0,0,0,0
ID_URYPQM,0,0,0,0,0,0
ID_WWE27S,0,0,0,0,0,0
ID_ZEADSI,0,0,0,0,0,0
ID_07X33H,0,0,0,0,0,0
ID_8B2N6T,0,0,0,0,0,0
ID_FMSGSD,0,0,0,0,0,0
ID_D1XYD5,0,0,0,0,0,0
ID_MW57Y4,0,0,0,0,0,0
ID_R4PZFP,0,0,0,0,0,0
ID_ZZ6C79,0,0,0,0,0,0
ID_J972S2,0,0,0,0,0,0
ID_UT520C,0,0,0,0,0,0
ID_O3O8RX,0,0,0,0,0,0
ID_X54NA7,0,0,0,0,0,0
ID_BD35H3,0,0,0,0,0,0
ID_EW54U3,0,0,0,0,0,0
ID_BDKUWF,0,0,0,0,0,0
ID_SXROX5,0,0,0,0,0,0
ID_NJLCWC,0,0,0,0,0,0
ID_WHLN03,0,0,0,0,0,0
ID_KM8B95,0,0,0,0,0,0
ID_5XA7SN,0,0,0,0,0,0
ID_9VU17D,0,0,0,0,0,0
ID_FXFXY1,0,0,0,0,0,0
ID_Y6R8G0,0,0,0,0,0,0
ID_NFWM01,0,0,0,0,0,0
ID_YF7FWU,0,0,0,0,0,0
ID_US08YK,0,0,0,0,0,0
ID_0F9L2Y,0,0,0,0,0,0
ID_VHGBUF,0,0,0,0,0,0
ID_3EXMTS,0,0,0,0,0,0
ID_POLESE,0,0,0,0,0,0
ID_AO68QW,0,0,0,0,0,0
ID_A8C3YF,0,0,0,0,0,0
ID_DD3EON,0,0,0,0,0,0
ID_II8MEM,0,0,0,0,0,0
ID_493P3K,0,0,0,0,0,0
ID_EEY1M7,0,0,0,0,0,0
ID_PRWIB4,0,0,0,0,0,0
ID_OTUX7Q,0,0,0,0,0,0
ID_QIQPL1,0,0,0,0,0,0
ID_GAEZBI,0,0,0,0,0,0
ID_V57RY0,0,0,0,0,0,0
ID_2FZ7HZ,0,0,0,0,0,0
ID_NQCIAG,0,0,0,0,0,0
ID_4V51W1,0,0,0,0,0,0
ID_M8CA70,0,0,0,0,0,0
ID_BRDQFR,0,0,0,0,0,0
ID_RW71G8,0,0,0,0,0,0
ID_BOP5Q7,0,0,0,0,0,0
ID_WGCX2Q,0,0,0,0,0,0
ID_QHPVWY,0,0,0,0,0,0
ID_QD8QA6,0,0,0,0,0,0
ID_L77KG7,0,0,0,0,0,0
ID_18V4OU,0,0,0,0,0,0
ID_68J85W,0,0,0,0,0,0
ID_WZ7SV0,0,0,0,0,0,0
ID_BJI8XA,0,0,0,0,0,0
ID_C8N617,0,0,0,0,0,0
ID_RFKNEK,0,0,0,0,0,0
ID_V0T2JO,0,0,0,0,0,0
ID_C8DJUA,0,0,0,0,0,0
ID_WPU0GJ,0,0,0,0,0,0
ID_MM01HF,0,0,0,0,0,0
ID_E4XYOU,0,0,0,0,0,0
ID_VY0UJX,0,0,0,0,0,0
ID_671RK9,0,0,0,0,0,0
ID_2ZY22R,0,0,0,0,0,0
ID_WK8FMK,0,0,0,0,0,0
ID_RC8M8J,0,0,0,0,0,0
ID_ZD4F4S,0,0,0,0,0,0
ID_I3H4OB,0,0,0,0,0,0
ID_1QBT8M,0,0,0,0,0,0
ID_BKQ9MU,0,0,0,0,0,0
ID_SANJAA,0,0,0,0,0,0
ID_GEOBR1,0,0,0,0,0,0
ID_1OLWLJ,0,0,0,0,0,0
ID_X02AWE,0,0,0,0,0,0
ID_18RMQT,0,0,0,0,0,0
ID_J6YVAY,0,0,0,0,0,0
ID_7EYK3H,0,0,0,0,0,0
ID_EL0JXJ,0,0,0,0,0,0
ID_NXEC1J,0,0,0,0,0,0
ID_1N5LLQ,0,0,0,0,0,0
ID_LTD269,0,0,0,0,0,0
ID_ONAZKV,0,0,0,0,0,0
ID_BFR9E3,0,0,0,0,0,0
ID_ZMT6B3,0,0,0,0,0,0
ID_64FLHH,0,0,0,0,0,0
ID_KM2JPH,0,0,0,0,0,0
ID_QO60X1,0,0,0,0,0,0
ID_NZMKQ8,0,0,0,0,0,0
ID_LS5E6C,0,0,0,0,0,0
ID_CIKMY9,0,0,0,0,0,0
ID_5GO59Q,0,0,0,0,0,0
ID_GUNGNY,0,0,0,0,0,0
ID_MAZ5BG,0,0,0,0,0,0
ID_2DXQ1P,0,0,0,0,0,0
ID_PAXO1Y,0,0,0,0,0,0
ID_5HTAPK,0,0,0,0,0,0
ID_OH1DVD,0,0,0,0,0,0
ID_BVJSIT,0,0,0,0,0,0
ID_H26ZIG,0,0,0,0,0,0
ID_9JYZYS,0,0,0,0,0,0
ID_3JE6UE,0,0,0,0,0,0
ID_816GHB,0,0,0,0,0,0
ID_VFWAOA,0,0,0,0,0,0
ID_QS028N,0,0,0,0,0,0
ID_HQK6M8,0,0,0,0,0,0
ID_FMPLYB,0,0,0,0,0,0
ID_T5U271,0,0,0,0,0,0
ID_AP0SJS,0,0,0,0,0,0
ID_F0QO1D,0,0,0,0,0,0
ID_QDR9B1,0,0,0,0,0,0
ID_N52LZU,0,0,0,0,0,0
ID_ZKJI2J,0,0,0,0,0,0
ID_DRLEWM,0,0,0,0,0,0
ID_3DPKO1,0,0,0,0,0,0
ID_S4ZYWL,0,0,0,0,0,0
ID_15204I,0,0,0,0,0,0
ID_YY2P8V,0,0,0,0,0,0
ID_734B1Y,0,0,0,0,0,0
ID_032N6L,0,0,0,0,0,0
ID_ZFBC5E,0,0,0,0,0,0
ID_67UGDO,0,0,0,0,0,0
ID_82XPGZ,0,0,0,0,0,0
ID_DB2GKQ,0,0,0,0,0,0
ID_GIQN3M,0,0,0,0,0,0
ID_NIYSE0,0,0,0,0,0,0
ID_JIUNBN,0,0,0,0,0,0
ID_946Q9L,0,0,0,0,0,0
ID_24Y8ZD,0,0,0,0,0,0
ID_XC7CZ6,0,0,0,0,0,0
ID_GDZ2BV,0,0,0,0,0,0
ID_FVZCG4,0,0,0,0,0,0
ID_XVFD2K,0,0,0,0,0,0
ID_48M4V4,0,0,0,0,0,0
ID_SOUUWA,0,0,0,0,0,0
ID_HNYQWN,0,0,0,0,0,0
ID_0VEX20,0,0,0,0,0,0
ID_48LOXM,0,0,0,0,0,0
ID_B7X39F,0,0,0,0,0,0
ID_JAVYSI,0,0,0,0,0,0
ID_2OS02Z,0,0,0,0,0,0
ID_D27LYK,0,0,0,0,0,0
ID_DRZOLV,0,0,0,0,0,0
ID_DV3XHU,0,0,0,0,0,0
ID_1FHU03,0,0,0,0,0,0
ID_WCOAEP,0,0,0,0,0,0
ID_4ZAD47,0,0,0,0,0,0
ID_AZ3I4L,0,0,0,0,0,0
ID_CB9380,0,0,0,0,0,0
ID_AV4ZK7,0,0,0,0,0,0
ID_6YPOE0,0,0,0,0,0,0
ID_JRGR7R,0,0,0,0,0,0
ID_UFTMB7,0,0,0,0,0,0
ID_JZOJWX,0,0,0,0,0,0
ID_DRIDQM,0,0,0,0,0,0
ID_MK3HIS,0,0,0,0,0,0
ID_29YCGZ,0,0,0,0,0,0
ID_L03QHR,0,0,0,0,0,0
ID_5I4H2W,0,0,0,0,0,0
ID_Q65346,0,0,0,0,0,0
ID_KMWNYV,0,0,0,0,0,0
ID_8B7AKR,0,0,0,0,0,0
ID_JWQPXU,0,0,0,0,0,0
ID_EDSPNP,0,0,0,0,0,0
ID_QAN7T5,0,0,0,0,0,0
ID_YZQMDD,0,0,0,0,0,0
ID_YKEU4X,0,0,0,0,0,0
ID_8Z8I8Q,0,0,0,0,0,0
ID_PP8MYA,0,0,0,0,0,0
ID_AEGZAW,0,0,0,0,0,0
ID_2G2AJ5,0,0,0,0,0,0
ID_MOC1MY,0,0,0,0,0,0
ID_66T8GO,0,0,0,0,0,0
ID_I855K8,0,0,0,0,0,0
ID_2TY9TL,0,0,0,0,0,0
ID_TVPSOR,0,0,0,0,0,0
ID_Z0BQ5X,0,0,0,0,0,0
ID_AO0G4J,0,0,0,0,0,0
ID_4RT5LE,0,0,0,0,0,0
ID_KPN25M,0,0,0,0,0,0
ID_HKTCLP,0,0,0,0,0,0
ID_HSJ69W,0,0,0,0,0,0
ID_9VL8QX,0,0,0,0,0,0
ID_IIG8FN,0,0,0,0,0,0
ID_2XCNOG,0,0,0,0,0,0
ID_MH6YP7,0,0,0,0,0,0
ID_VS9XYS,0,0,0,0,0,0
ID_Z1E8YH,0,0,0,0,0,0
ID_35Q8EI,0,0,0,0,0,0
ID_YX2OKO,0,0,0,0,0,0
ID_QCE8KD,0,0,0,0,0,0
ID_M8OSOZ,0,0,0,0,0,0
ID_UD9ZTG,0,0,0,0,0,0
ID_4ARMF0,0,0,0,0,0,0
ID_FZ32XK,0,0,0,0,0,0
ID_HHT5VA,0,0,0,0,0,0
ID_7A6GT2,0,0,0,0,0,0
ID_0WVSP4,0,0,0,0,0,0
ID_7H3H0X,0,0,0,0,0,0
ID_SN6G6P,0,0,0,0,0,0
ID_IVU0S7,0,0,0,0,0,0
ID_QGDICE,0,0,0,0,0,0
ID_Z3ZXB7,0,0,0,0,0,0
ID_YGXZ42,0,0,0,0,0,0
ID_COFYWG,0,0,0,0,0,0
ID_L27FW7,0,0,0,0,0,0
ID_SIR058,0,0,0,0,0,0
ID_LEZ8AZ,0,0,0,0,0,0
ID_5AAM5L,0,0,0,0,0,0
ID_BCPJXT,0,0,0,0,0,0
ID_KS9HLV,0,0,0,0,0,0
ID_67REHU,0,0,0,0,0,0
ID_PCC2TC,0,0,0,0,0,0
ID_KTTXUH,0,0,0,0,0,0
ID_CP8226,0,0,0,0,0,0
ID_QMRFG7,0,0,0,0,0,0
ID_1C10HP,0,0,0,0,0,0
ID_TACXW7,0,0,0,0,0,0
ID_K004G1,0,0,0,0,0,0
ID_W0E7R7,0,0,0,0,0,0
ID_F6PQG2,0,0,0,0,0,0
ID_G34JOH,0,0,0,0,0,0
ID_83CHJN,0,0,0,0,0,0
ID_X5CQI3,0,0,0,0,0,0
ID_LA1IWI,0,0,0,0,0,0
ID_06UG36,0,0,0,0,0,0
ID_BSHWY9,0,0,0,0,0,0
ID_AA2Q7K,0,0,0,0,0,0
ID_0H8CW2,0,0,0,0,0,0
ID_8SE4Z3,0,0,0,0,0,0
ID_NUIMKJ,0,0,0,0,0,0
ID_F85ICO,0,0,0,0,0,0
ID_X3UUQX,0,0,0,0,0,0
ID_54IQ45,0,0,0,0,0,0
ID_A2BUT3,0,0,0,0,0,0
ID_BJ2R62,0,0,0,0,0,0
ID_9MMLOE,0,0,0,0,0,0
ID_HY1U8W,0,0,0,0,0,0
ID_6IRVIO,0,0,0,0,0,0
ID_875TT0,0,0,0,0,0,0
ID_T8HBCK,0,0,0,0,0,0
ID_MMVNTX,0,0,0,0,0,0
ID_I5VWPZ,0,0,0,0,0,0
ID_4N5C50,0,0,0,0,0,0
ID_TIE2HK,0,0,0,0,0,0
ID_BQP893,0,0,0,0,0,0
ID_SN88FI,0,0,0,0,0,0
ID_CBLCHC,0,0,0,0,0,0
ID_N662V7,0,0,0,0,0,0
ID_I6YER1,0,0,0,0,0,0
ID_L0B3K2,0,0,0,0,0,0
ID_2370SN,0,0,0,0,0,0
ID_PZRPCX,0,0,0,0,0,0
ID_6WG1VV,0,0,0,0,0,0
ID_VX2MZ8,0,0,0,0,0,0
ID_EHEZRZ,0,0,0,0,0,0
ID_ZAI1X4,0,0,0,0,0,0
ID_GIVONJ,0,0,0,0,0,0
ID_42WB6N,0,0,0,0,0,0
ID_1JBZF4,0,0,0,0,0,0
ID_SGZYPS,0,0,0,0,0,0
ID_XOECLM,0,0,0,0,0,0
ID_2A0DUO,0,0,0,0,0,0
ID_REL8YS,0,0,0,0,0,0
ID_5U5IOR,0,0,0,0,0,0
ID_9HW20F,0,0,0,0,0,0
ID_G8297Z,0,0,0,0,0,0
ID_GAEYSG,0,0,0,0,0,0
ID_ICEVTN,0,0,0,0,0,0
ID_XLPVM2,0,0,0,0,0,0
ID_GSSGD7,0,0,0,0,0,0
ID_GO17VS,0,0,0,0,0,0
ID_2UXDMK,0,0,0,0,0,0
ID_3EWEAC,0,0,0,0,0,0
ID_LILP17,0,0,0,0,0,0
ID_FD53IT,0,0,0,0,0,0
ID_AP6M0Q,0,0,0,0,0,0
ID_ETY54V,0,0,0,0,0,0
ID_JJFUPH,0,0,0,0,0,0
ID_YHBRQR,0,0,0,0,0,0
ID_CE3QOG,0,0,0,0,0,0
ID_HSH0ZZ,0,0,0,0,0,0
ID_Q9C2JB,0,0,0,0,0,0
ID_RZ4WE9,0,0,0,0,0,0
ID_Y65UUW,0,0,0,0,0,0
ID_XA43L4,0,0,0,0,0,0
ID_H9UF78,0,0,0,0,0,0
ID_1IRJ1D,0,0,0,0,0,0
ID_71XFRH,0,0,0,0,0,0
ID_PZ1H3L,0,0,0,0,0,0
ID_3K91H7,0,0,0,0,0,0
ID_R7QLGN,0,0,0,0,0,0
ID_OVKXI2,0,0,0,0,0,0
ID_0AGAUP,0,0,0,0,0,0
ID_D75MZS,0,0,0,0,0,0
ID_B3BASQ,0,0,0,0,0,0
ID_WTV89E,0,0,0,0,0,0
ID_3I4EMQ,0,0,0,0,0,0
ID_P6Y3Y1,0,0,0,0,0,0
ID_EQL14L,0,0,0,0,0,0
ID_7GFP5W,0,0,0,0,0,0
ID_7I6IPG,0,0,0,0,0,0
ID_183TWI,0,0,0,0,0,0
ID_RCAL2L,0,0,0,0,0,0
ID_Y0G24Y,0,0,0,0,0,0
ID_GCHHA4,0,0,0,0,0,0
ID_R9IU9B,0,0,0,0,0,0
ID_2Q1J4N,0,0,0,0,0,0
ID_2GE5PP,0,0,0,0,0,0
ID_I2TQUH,0,0,0,0,0,0
ID_QG25CY,0,0,0,0,0,0
ID_VI22VP,0,0,0,0,0,0
ID_XT2CIN,0,0,0,0,0,0
ID_9ILE8G,0,0,0,0,0,0
ID_PR5LY2,0,0,0,0,0,0
ID_GW8IXO,0,0,0,0,0,0
ID_X7J5S7,0,0,0,0,0,0
ID_879E3C,0,0,0,0,0,0
ID_7LIO68,0,0,0,0,0,0
ID_3TPRVH,0,0,0,0,0,0
ID_GTPOGN,0,0,0,0,0,0
ID_KV8C1I,0,0,0,0,0,0
ID_LUD03S,0,0,0,0,0,0
ID_LNLSKS,0,0,0,0,0,0
ID_KKHWCM,0,0,0,0,0,0
ID_FFNHE0,0,0,0,0,0,0
ID_W9Q5RC,0,0,0,0,0,0
ID_YWF0A3,0,0,0,0,0,0
ID_AWUDA1,0,0,0,0,0,0
ID_OWRFJY,0,0,0,0,0,0
ID_HEUJ06,0,0,0,0,0,0
ID_PMNHIS,0,0,0,0,0,0
ID_KI0EOZ,0,0,0,0,0,0
ID_XFE087,0,0,0,0,0,0
ID_UQA4H9,0,0,0,0,0,0
ID_0PWMT6,0,0,0,0,0,0
ID_5JVNRC,0,0,0,0,0,0
ID_L6GVV2,0,0,0,0,0,0
ID_XP7MSF,0,0,0,0,0,0
ID_CCTDKA,0,0,0,0,0,0
ID_Q9V937,0,0,0,0,0,0
ID_8J1UD2,0,0,0,0,0,0
ID_G5PF98,0,0,0,0,0,0
ID_7WXLJY,0,0,0,0,0,0
ID_N3DZIZ,0,0,0,0,0,0
ID_0GBFD6,0,0,0,0,0,0
ID_3J5H2G,0,0,0,0,0,0
ID_0CB1W9,0,0,0,0,0,0
ID_F6320Z,0,0,0,0,0,0
ID_5Q1EJI,0,0,0,0,0,0
ID_1IQ6MJ,0,0,0,0,0,0
ID_WVP9KX,0,0,0,0,0,0
ID_52T45U,0,0,0,0,0,0
ID_0Y3ZR4,0,0,0,0,0,0
ID_HLZD33,0,0,0,0,0,0
ID_Y9MUGG,0,0,0,0,0,0
ID_FPF2J0,0,0,0,0,0,0
ID_H9LCWE,0,0,0,0,0,0
ID_KYD0XG,0,0,0,0,0,0
ID_OPFC9B,0,0,0,0,0,0
ID_Q6247M,0,0,0,0,0,0
ID_IMAE9K,0,0,0,0,0,0
ID_EC56EP,0,0,0,0,0,0
ID_C3PRMZ,0,0,0,0,0,0
ID_7S6L97,0,0,0,0,0,0
ID_P88MDQ,0,0,0,0,0,0
ID_PPMYDX,0,0,0,0,0,0
ID_0DU053,0,0,0,0,0,0
ID_SSU4FG,0,0,0,0,0,0
ID_JITOZQ,0,0,0,0,0,0
ID_4IRP1H,0,0,0,0,0,0
ID_GVGWUS,0,0,0,0,0,0
ID_7XOLKC,0,0,0,0,0,0
ID_EVH66Z,0,0,0,0,0,0
